Year,Conf,Team,Wins,Loss,Prorated Win,Salary,cost per win,champ,Finals,playoffs,,,,,,,,,
2011,Pacific,Golden State Warriors,36,46,36,"$56,555,931 ","$1,570,998.08 ",0,0,,,,,,,,,,
2011,Southwest,Houston Rockets,43,39,43,"$43,714,664 ","$1,016,620.09 ",0,0,,,,,,,,,,
2011,Central,Indiana Pacers,37,45,37,"$44,413,746 ","$1,200,371.51 ",0,0,,,,,,,,,,
2011,Pacific,Los Angeles Clippers,32,50,32,"$68,433,967 ","$2,138,561.47 ",0,0,,,,,,,,,,
2011,Pacific,Los Angeles Lakers,57,25,57,"$81,371,048 ","$1,427,562.25 ",0,0,,,,,,,,,,
2011,Southwest,Memphis Grizzlies,46,36,46,"$67,634,641 ","$1,470,318.28 ",0,0,,,,,,,,,,
2011,Southeast,Miami Heat,58,24,58,"$73,036,309 ","$1,259,246.71 ",0,1,,,,,,,,,,
2011,Central,Milwaukee Bucks,35,47,35,"$65,940,004 ","$1,884,000.11 ",0,0,,,,,,,,,,
2011,Northwest,Minnesota Timberwolves,17,65,17,"$55,406,532 ","$3,259,207.76 ",0,0,,,,,,,,,,
2011,Southwest,New Orleans Pelicans,46,36,46,"$54,965,856 ","$1,194,909.91 ",0,0,,,,,,,,,,
2011,Atlantic,New York Knicks,42,40,42,"$60,549,804 ","$1,441,662.00 ",0,0,,,,,,,,,,
2011,Northwest,Oklahoma City Thunder,55,27,55,"$56,856,253 ","$1,033,750.05 ",0,0,,,,,,,,,,
2011,Southeast,Orlando Magic,52,30,52,"$68,849,150 ","$1,324,022.12 ",0,0,,,,,,,,,,
2011,Atlantic,Philadelphia 76ers,41,41,41,"$57,855,224 ","$1,411,103.02 ",0,0,,,,,,,,,,
2011,Pacific,Phoenix Suns,40,42,40,"$56,292,681 ","$1,407,317.03 ",0,0,,,,,,,,,,
2011,Northwest,Portland Trail Blazers,48,34,48,"$64,247,715 ","$1,338,494.06 ",0,0,,,,,,,,,,
2011,Pacific,Sacramento Kings,24,58,24,"$36,583,409 ","$1,524,308.71 ",0,0,,,,,,,,,,
2011,Southwest,San Antonio Spurs,61,21,61,"$70,626,485 ","$1,157,811.23 ",0,0,,,,,,,,,,
2011,Atlantic,Toronto Raptors,22,60,22,"$50,693,030 ","$2,304,228.64 ",0,0,,,,,,,,,,
2011,Northwest,Utah Jazz,39,43,39,"$58,114,489 ","$1,490,115.10 ",0,0,,,,,,,,,,
2011,Southeast,Washington Wizards,23,59,23,"$66,770,575 ","$2,903,068.48 ",0,0,,,,,,,,,,
2010,Southeast,Atlanta Hawks,53,29,53,"$69,470,010 ","$1,310,754.91 ",0,0,,,,,,,,,,
2010,Atlantic,Boston Celtics,50,32,50,"$68,475,297 ","$1,369,505.94 ",0,1,,,,,,,,,,
2010,Atlantic,Brooklyn Nets,12,70,12,"$30,081,113 ","$2,506,759.42 ",0,0,,,,,,,,,,
2010,Southeast,Charlotte Hornets,44,38,44,"$66,474,367 ","$1,510,781.07 ",0,0,,,,,,,,,,
2010,Central,Chicago Bulls,41,41,41,"$54,762,711 ","$1,335,675.88 ",0,0,,,,,,,,,,
2010,Central,Cleveland Cavaliers,61,21,61,"$48,148,715 ","$789,323.20 ",0,0,,,,,,,,,,
2010,Southwest,Dallas Mavericks,55,27,55,"$86,572,655 ","$1,574,048.27 ",0,0,,,,,,,,,,
2010,Northwest,Denver Nuggets,53,29,53,"$83,866,762 ","$1,582,391.74 ",0,0,,,,,,,,,,
2010,Central,Detroit Pistons,27,55,27,"$63,784,230 ","$2,362,378.89 ",0,0,,,,,,,,,,
2010,Pacific,Golden State Warriors,26,56,26,"$69,339,251 ","$2,666,894.27 ",0,0,,,,,,,,,,
2010,Southwest,Houston Rockets,42,40,42,"$68,517,503 ","$1,631,369.12 ",0,0,,,,,,,,,,
2010,Central,Indiana Pacers,32,50,32,"$43,285,121 ","$1,352,660.03 ",0,0,,,,,,,,,,
2010,Pacific,Los Angeles Clippers,29,53,29,"$43,773,006 ","$1,509,414.00 ",0,0,,,,,,,,,,
2010,Pacific,Los Angeles Lakers,57,25,57,"$89,617,037 ","$1,572,228.72 ",1,1,,,,,,,,,,
2010,Southwest,Memphis Grizzlies,40,42,40,"$63,223,932 ","$1,580,598.30 ",0,0,,,,,,,,,,
2010,Southeast,Miami Heat,47,35,47,"$63,181,658 ","$1,344,290.60 ",0,0,,,,,,,,,,
2010,Central,Milwaukee Bucks,46,36,46,"$67,366,734 ","$1,464,494.22 ",0,0,,,,,,,,,,
2010,Northwest,Minnesota Timberwolves,15,67,15,"$45,057,768 ","$3,003,851.20 ",0,0,,,,,,,,,,
2010,Southwest,New Orleans Pelicans,37,45,37,"$62,394,980 ","$1,686,350.81 ",0,0,,,,,,,,,,
2010,Atlantic,New York Knicks,29,53,29,"$45,236,959 ","$1,559,895.14 ",0,0,,,,,,,,,,
2010,Northwest,Oklahoma City Thunder,50,32,50,"$59,087,679 ","$1,181,753.58 ",0,0,,,,,,,,,,
2010,Southeast,Orlando Magic,59,23,59,"$88,497,177 ","$1,499,952.15 ",0,0,,,,,,,,,,
2010,Atlantic,Philadelphia 76ers,27,55,27,"$49,431,213 ","$1,830,785.67 ",0,0,,,,,,,,,,
2010,Pacific,Phoenix Suns,54,28,54,"$66,852,030 ","$1,238,000.56 ",0,0,,,,,,,,,,
2010,Northwest,Portland Trail Blazers,50,32,50,"$66,664,518 ","$1,333,290.36 ",0,0,,,,,,,,,,
2010,Pacific,Sacramento Kings,25,57,25,"$40,838,272 ","$1,633,530.88 ",0,0,,,,,,,,,,
2010,Southwest,San Antonio Spurs,50,32,50,"$68,355,262 ","$1,367,105.24 ",0,0,,,,,,,,,,
2010,Atlantic,Toronto Raptors,40,42,40,"$54,280,455 ","$1,357,011.38 ",0,0,,,,,,,,,,
2010,Northwest,Utah Jazz,53,29,53,"$90,129,071 ","$1,700,548.51 ",0,0,,,,,,,,,,
2010,Southeast,Washington Wizards,26,56,26,"$42,102,042 ","$1,619,309.31 ",0,0,,,,,,,,,,
2009,Southeast,Atlanta Hawks,47,35,47," $60,111,388.00 ","$1,278,965.70 ",0,0,,,,,,,,,,
2009,Atlantic,Boston Celtics,62,20,62," $82,635,015.00 ","$1,332,822.82 ",0,0,,,,,,,,,,
2009,Atlantic,Brooklyn Nets,34,48,34," $23,272,806.00 ","$684,494.29 ",0,0,,,,,,,,,,
2009,Southeast,Charlotte Hornets,35,47,35," $71,190,422.00 ","$2,034,012.06 ",0,0,,,,,,,,,,
2009,Central,Chicago Bulls,41,41,41," $35,728,322.00 ","$871,422.49 ",0,0,,,,,,,,,,
2009,Central,Cleveland Cavaliers,66,16,66," $71,056,295.00 ","$1,076,610.53 ",0,0,,,,,,,,,,
2009,Southwest,Dallas Mavericks,50,32,50," $81,909,620.00 ","$1,638,192.40 ",0,0,,,,,,,,,,
2009,Northwest,Denver Nuggets,54,28,54," $69,684,808.00 ","$1,290,459.41 ",0,0,,,,,,,,,,
2009,Central,Detroit Pistons,39,43,39," $57,828,245.00 ","$1,482,775.51 ",0,0,,,,,,,,,,
2009,Pacific,Golden State Warriors,29,53,29," $60,814,062.00 ","$2,097,036.62 ",0,0,,,,,,,,,,
2009,Southwest,Houston Rockets,53,29,53," $64,805,690.00 ","$1,222,748.87 ",0,0,,,,,,,,,,
2009,Central,Indiana Pacers,36,46,36," $63,426,996.00 ","$1,761,861.00 ",0,0,,,,,,,,,,
2009,Pacific,Los Angeles Clippers,19,63,19," $44,924,919.00 ","$2,364,469.42 ",0,0,,,,,,,,,,
2009,Pacific,Los Angeles Lakers,65,17,65," $85,422,803.00 ","$1,314,196.97 ",1,1,,,,,,,,,,
2009,Southwest,Memphis Grizzlies,24,58,24," $42,258,497.00 ","$1,760,770.71 ",0,0,,,,,,,,,,
2009,Southeast,Miami Heat,43,39,43," $66,902,444.00 ","$1,555,870.79 ",0,0,,,,,,,,,,
2009,Central,Milwaukee Bucks,34,48,34," $52,427,126.00 ","$1,541,974.29 ",0,0,,,,,,,,,,
2009,Northwest,Minnesota Timberwolves,24,58,24," $37,810,292.00 ","$1,575,428.83 ",0,0,,,,,,,,,,
2009,Southwest,New Orleans Pelicans,49,33,49," $37,330,128.00 ","$761,839.35 ",0,0,,,,,,,,,,
2009,Atlantic,New York Knicks,32,50,32," $63,254,588.00 ","$1,976,705.88 ",0,0,,,,,,,,,,
2009,Northwest,Oklahoma City Thunder,23,59,23," $29,975,723.00 ","$1,303,292.30 ",0,0,,,,,,,,,,
2009,Southeast,Orlando Magic,59,23,59," $60,336,968.00 ","$1,022,660.47 ",0,1,,,,,,,,,,
2009,Atlantic,Philadelphia 76ers,41,41,41," $57,836,191.00 ","$1,410,638.80 ",0,0,,,,,,,,,,
2009,Pacific,Phoenix Suns,46,36,46," $62,394,874.00 ","$1,356,410.30 ",0,0,,,,,,,,,,
2009,Northwest,Portland Trail Blazers,54,28,54," $48,188,401.00 ","$892,377.80 ",0,0,,,,,,,,,,
2009,Pacific,Sacramento Kings,17,65,17," $38,458,365.00 ","$2,262,256.76 ",0,0,,,,,,,,,,
2009,Southwest,San Antonio Spurs,54,28,54," $68,168,843.00 ","$1,262,385.98 ",0,0,,,,,,,,,,
2009,Atlantic,Toronto Raptors,33,49,33," $59,502,612.00 ","$1,803,109.45 ",0,0,,,,,,,,,,
2009,Northwest,Utah Jazz,48,34,48," $66,949,946.00 ","$1,394,790.54 ",0,0,,,,,,,,,,
2009,Southeast,Washington Wizards,19,63,19," $65,564,593.00 ","$3,450,768.05 ",0,0,,,,,,,,,,
2008,Southeast,Atlanta Hawks,37,45,37,"$52,879,033 ","$1,429,163.05 ",0,0,,,,,,,,,,
2008,Atlantic,Boston Celtics,66,16,66,"$89,123,139 ","$1,350,350.59 ",1,1,,,,,,,,,,
2008,Atlantic,Brooklyn Nets,34,48,34,"$33,188,295 ","$976,126.32 ",0,0,,,,,,,,,,
2008,Southeast,Charlotte Hornets,32,50,32,"$54,944,177 ","$1,717,005.53 ",0,0,,,,,,,,,,
2008,Central,Chicago Bulls,33,49,33,"$56,973,427 ","$1,726,467.48 ",0,0,,,,,,,,,,
2008,Central,Cleveland Cavaliers,45,37,45,"$44,419,156 ","$987,092.36 ",0,0,,,,,,,,,,
2008,Southwest,Dallas Mavericks,51,31,51,"$82,749,671 ","$1,622,542.57 ",0,0,,,,,,,,,,
2008,Northwest,Denver Nuggets,50,32,50,"$61,289,661 ","$1,225,793.22 ",0,0,,,,,,,,,,
2008,Central,Detroit Pistons,59,23,59,"$54,812,060 ","$929,017.97 ",0,0,,,,,,,,,,
2008,Pacific,Golden State Warriors,48,34,48,"$61,734,951 ","$1,286,144.81 ",0,0,,,,,,,,,,
2008,Southwest,Houston Rockets,55,27,55,"$60,200,884 ","$1,094,561.53 ",0,0,,,,,,,,,,
2008,Central,Indiana Pacers,36,46,36,"$52,424,689 ","$1,456,241.36 ",0,0,,,,,,,,,,
2008,Pacific,Los Angeles Clippers,23,59,23,"$50,098,965 ","$2,178,215.87 ",0,0,,,,,,,,,,
2008,Pacific,Los Angeles Lakers,57,25,57,"$72,543,177 ","$1,272,687.32 ",0,1,,,,,,,,,,
2008,Southwest,Memphis Grizzlies,22,60,22,"$33,135,989 ","$1,506,181.32 ",0,0,,,,,,,,,,
2008,Southeast,Miami Heat,15,67,15,"$55,980,093 ","$3,732,006.20 ",0,0,,,,,,,,,,
2008,Central,Milwaukee Bucks,26,56,26,"$54,669,997 ","$2,102,692.19 ",0,0,,,,,,,,,,
2008,Northwest,Minnesota Timberwolves,22,60,22,"$40,186,575 ","$1,826,662.50 ",0,0,,,,,,,,,,
2008,Southwest,New Orleans Pelicans,56,26,56,"$39,226,589 ","$700,474.80 ",0,0,,,,,,,,,,
2008,Atlantic,New York Knicks,23,59,23,"$58,017,521 ","$2,522,500.91 ",0,0,,,,,,,,,,
2008,Northwest,Oklahoma City Thunder,20,62,20,"$33,050,600 ","$1,652,530.00 ",0,0,,,,,,,,,,
2008,Southeast,Orlando Magic,52,30,52,"$42,549,677 ","$818,263.02 ",0,0,,,,,,,,,,
2008,Atlantic,Philadelphia 76ers,40,42,40,"$64,849,779 ","$1,621,244.48 ",0,0,,,,,,,,,,
2008,Pacific,Phoenix Suns,55,27,55,"$83,649,470 ","$1,520,899.45 ",0,0,,,,,,,,,,
2008,Northwest,Portland Trail Blazers,41,41,41,"$37,256,572 ","$908,696.88 ",0,0,,,,,,,,,,
2008,Pacific,Sacramento Kings,38,44,38,"$27,554,572 ","$725,120.32 ",0,0,,,,,,,,,,
2008,Southwest,San Antonio Spurs,56,26,56,"$54,874,330 ","$979,898.75 ",0,0,,,,,,,,,,
2008,Atlantic,Toronto Raptors,41,41,41,"$50,368,371 ","$1,228,496.85 ",0,0,,,,,,,,,,
2008,Northwest,Utah Jazz,54,28,54,"$45,174,977 ","$836,573.65 ",0,0,,,,,,,,,,
2008,Southeast,Washington Wizards,43,39,43,"$66,918,499 ","$1,556,244.16 ",0,0,,,,,,,,,,
2007,Southeast,Atlanta Hawks,30,52,30,"$45,075,209 ","$1,502,506.97 ",0,0,,,,,,,,,,
2007,Atlantic,Boston Celtics,24,58,24,"$62,338,844 ","$2,597,451.83 ",1,1,,,,,,,,,,
2007,Atlantic,Brooklyn Nets,41,41,41,"$28,640,400 ","$698,546.34 ",0,0,,,,,,,,,,
2007,Southeast,Charlotte Hornets,33,49,33,"$46,107,393 ","$1,397,193.73 ",0,0,,,,,,,,,,
2007,Central,Chicago Bulls,49,33,49,"$65,570,671 ","$1,338,176.96 ",0,0,,,,,,,,,,
2007,Central,Cleveland Cavaliers,50,32,50,"$33,476,862 ","$669,537.24 ",0,0,,,,,,,,,,
2007,Southwest,Dallas Mavericks,67,15,67,"$83,941,638 ","$1,252,860.27 ",0,0,,,,,,,,,,
2007,Northwest,Denver Nuggets,45,37,45,"$71,539,177 ","$1,589,759.49 ",0,0,,,,,,,,,,
2007,Central,Detroit Pistons,53,29,53,"$42,271,667 ","$797,578.62 ",0,0,,,,,,,,,,
2007,Pacific,Golden State Warriors,42,40,42,"$49,624,943 ","$1,181,546.26 ",0,0,,,,,,,,,,
2007,Southwest,Houston Rockets,52,30,52,"$51,398,861 ","$988,439.63 ",0,0,,,,,,,,,,
2007,Central,Indiana Pacers,35,47,35,"$63,061,457 ","$1,801,755.91 ",0,0,,,,,,,,,,
2007,Pacific,Los Angeles Clippers,40,42,40,"$35,398,883 ","$884,972.08 ",0,0,,,,,,,,,,
2007,Pacific,Los Angeles Lakers,42,40,42,"$68,508,591 ","$1,631,156.93 ",0,1,,,,,,,,,,
2007,Southwest,Memphis Grizzlies,22,60,22,"$37,607,819 ","$1,709,446.32 ",0,0,,,,,,,,,,
2007,Southeast,Miami Heat,44,38,44,"$44,467,882 ","$1,010,633.68 ",0,0,,,,,,,,,,
2007,Central,Milwaukee Bucks,28,54,28,"$31,174,293 ","$1,113,367.61 ",0,0,,,,,,,,,,
2007,Northwest,Minnesota Timberwolves,32,50,32,"$27,193,471 ","$849,795.97 ",0,0,,,,,,,,,,
2007,Southwest,New Orleans Pelicans,39,43,39,"$33,951,527 ","$870,551.97 ",0,0,,,,,,,,,,
2007,Atlantic,New York Knicks,33,49,33,"$59,476,616 ","$1,802,321.70 ",0,0,,,,,,,,,,
2007,Northwest,Oklahoma City Thunder,31,51,31,"$60,676,400 ","$1,957,303.23 ",0,0,,,,,,,,,,
2007,Southeast,Orlando Magic,40,42,40,"$23,364,106 ","$584,102.65 ",0,0,,,,,,,,,,
2007,Atlantic,Philadelphia 76ers,35,47,35,"$34,358,181 ","$981,662.31 ",0,0,,,,,,,,,,
2007,Pacific,Phoenix Suns,61,21,61,"$66,317,775 ","$1,087,176.64 ",0,0,,,,,,,,,,
2007,Northwest,Portland Trail Blazers,32,50,32,"$34,675,538 ","$1,083,610.56 ",0,0,,,,,,,,,,
2007,Pacific,Sacramento Kings,33,49,33,"$21,119,570 ","$639,986.97 ",0,0,,,,,,,,,,
2007,Southwest,San Antonio Spurs,58,24,58,"$53,620,296 ","$924,487.86 ",0,0,,,,,,,,,,
2007,Atlantic,Toronto Raptors,47,35,47,"$23,874,934 ","$507,977.32 ",0,0,,,,,,,,,,
2007,Northwest,Utah Jazz,51,31,51,"$38,429,229 ","$753,514.29 ",0,0,,,,,,,,,,
2007,Southeast,Washington Wizards,41,41,41,"$63,636,105 ","$1,552,100.12 ",0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,